,price,brand,model,year,title_status,mileage,color,vin,lot,state,country,condition,price
2013,32700,ford,door,2016,clean vehicle,61477,silver,  1ft7w2bt2ged14343,167743061,alabama, usa,21 hours left,201.02979
2014,13995,ford,doors,2015,clean vehicle,73891,silver,  1fa6p8th7f5344481,167564844,new york, usa,9 days left,103.4104545
2015,1850,ford,door,2014,salvage insurance,168805,black,  3fa6p0h78er183765,167682471,michigan, usa,2 days left,31.228925
2016,15800,ford,door,2012,clean vehicle,82564,gold,  1ftfw1ct4ckd77105,167623467,florida, usa,2 days left,130.45112
2017,36000,ford,door,2016,clean vehicle,85649,black,  1ft7w2b61geb39979,167743078,mississippi, usa,21 hours left,308.3364
2018,15495,ford,doors,2015,clean vehicle,48374,white,  1fa6p8th5f5420201,167564845,new york, usa,9 days left,74.955513
2019,21500,ford,door,2012,clean vehicle,11990,red,  1zvbp8ff3c5288048,167623702,florida, usa,2 days left,25.7785
2020,7200,ford,door,2016,clean vehicle,64111,black,  1fadp3k28gl311932,167743079,alabama, usa,21 hours left,46.15992
2021,17589,ford,doors,2015,clean vehicle,28771,red,  1fatp8uh0f5331279,167564846,new jersey, usa,9 days left,50.6053119
2022,31700,ford,door,2015,clean vehicle,126708,white,  1ft7w2bt8fec08946,167743606,alabama, usa,21 hours left,401.66436
2023,31790,ford,doors,2015,clean vehicle,27165,orange,  1fa6p8cf6f5325225,167564847,new york, usa,9 days left,86.357535
2024,18100,ford,van,2015,clean vehicle,106546,white,  1fbzx2ym4fka72472,167743616,mississippi, usa,21 hours left,192.84826
2025,14495,ford,doors,2015,clean vehicle,54778,white,  1fa6p8am3f5306570,167564872,new jersey, usa,9 days left,79.400711
2026,15000,ford,fusion,2020,clean vehicle,11729,white,  3fa6p0d92lr117801,167625047,illinois, usa,19 hours left,17.5935
2027,26400,ford,door,2015,clean vehicle,85197,black,  1ftew1ef2fke07659,167743628,mississippi, usa,21 hours left,224.92008
2028,27990,ford,doors,2015,clean vehicle,19130,red,  1fa6p8cf2f5362711,167564874,massachusetts, usa,9 days left,53.54487
2029,19700,ford,expedition,2015,clean vehicle,72369,white,  1fmju1ht4fef41606,167743633,mississippi, usa,21 hours left,142.56693
2030,15300,ford,doors,2015,clean vehicle,59646,silver,  1fa6p8am2f5403582,167564875,massachusetts, usa,9 days left,91.25838
2031,22000,ford,door,2014,clean vehicle,68418,black,  1ftfw1ct6eke95627,167743891,mississippi, usa,21 hours left,150.5196
2032,23999,ford,doors,2015,clean vehicle,8400,black,  1fa6p8th8f5307097,167564892,new jersey, usa,9 days left,20.15916
2033,16488,ford,doors,2015,clean vehicle,45084,gray,  1fa6p8th8f5346675,167564894,new york, usa,9 days left,74.3344992
2034,12784,ford,doors,2015,clean vehicle,67037,gray,  1fa6p8am0f5365382,167564896,new jersey, usa,9 days left,85.7001008
2035,23400,ford,doors,2015,clean vehicle,64135,black,  1fa6p8cf0f5312423,167564910,new jersey, usa,9 days left,150.0759
2036,9705,ford,door,2017,clean vehicle,72377,black,  3fa6p0h76hr319394,167744596,arkansas, usa,21 hours left,70.2418785
2037,25999,ford,doors,2015,clean vehicle,39367,oxford white,  1fa6p8cf7f5357357,167564912,new jersey, usa,9 days left,102.3502633
2038,34977,ford,doors,2015,clean vehicle,46540,black,  1fa6p8cf2f5306378,167564913,pennsylvania, usa,9 days left,162.782958
2039,19000,ford,doors,2015,clean vehicle,40677,ingot silver metallic,  1fatp8uh8f5397899,167564914,new jersey, usa,9 days left,77.2863
2040,15995,ford,doors,2015,clean vehicle,69438,black,  1fa6p8th0f5382067,167564915,new york, usa,9 days left,111.066081
2041,13487,ford,doors,2015,clean vehicle,96246,gray,  2fmtk4j95fbb24313,167564973,new york, usa,9 days left,129.8069802
2042,18707,ford,doors,2015,clean vehicle,69719,white,  2fmtk4k80fbb56382,167565005,connecticut, usa,9 days left,130.4233333
2043,15290,ford,doors,2015,clean vehicle,75933,white platinum tri-coat metallic,  2fmtk4j86fbb17376,167565029,new york, usa,9 days left,116.101557
2044,15600,ford,doors,2015,clean vehicle,54325,black,  2fmtk3j86fbb54504,167565030,new york, usa,9 days left,84.747
2045,47000,ford,expedition,2019,clean vehicle,24902,black,  1fmju2at1kea37413,167625630,illinois, usa,2 days left,117.0394
2046,16080,ford,doors,2015,clean vehicle,31793,blue,  2fmtk3j92fbc41664,167565031,connecticut, usa,9 days left,51.123144
2047,50000,ford,max,2019,clean vehicle,16505,white,  1fmjk2at2kea45381,167625631,illinois, usa,2 days left,82.525
2048,15268,ford,doors,2015,clean vehicle,74361,black,  2fmtk4j81fbc21743,167565034,new york, usa,9 days left,113.5343748
2049,47500,ford,max,2019,clean vehicle,27868,black,  1fmjk2at0kea39191,167625634,illinois, usa,2 days left,132.373
2050,18497,ford,doors,2015,clean vehicle,34011,black,  2fmtk4j86fbc21494,167565036,massachusetts, usa,9 days left,62.9101467
2051,10000,ford,escape,2019,clean vehicle,19993,silver,  1fmcu9gd3kub30490,167625635,illinois, usa,19 hours left,19.993
2052,19995,ford,suv,2015,clean vehicle,48115,red,  2fmtk4k88fbb49003,167565056,pennsylvania, usa,9 days left,96.2059425
2053,49000,ford,max,2019,clean vehicle,22543,white,  1fmjk2at9kea46589,167625636,illinois, usa,2 days left,110.4607
2054,17150,ford,doors,2015,clean vehicle,67091,black,  2fmtk3ap9fbc28957,167565081,new jersey, usa,9 days left,115.061065
2055,45000,ford,expedition,2019,clean vehicle,28790,black,  1fmju2at8kea33665,167625637,illinois, usa,2 days left,129.555
2056,14295,ford,doors,2015,clean vehicle,59391,guard,  2fmtk4j87fbb34901,167565082,new jersey, usa,9 days left,84.8994345
2057,49000,ford,max,2019,clean vehicle,18449,black,  1fmjk2at3kea46572,167625639,illinois, usa,2 days left,90.4001
2058,16190,ford,doors,2015,clean vehicle,71824,magnetic metallic,  2fmtk4j96fbb10890,167565083,new york, usa,9 days left,116.283056
2059,49000,ford,expedition,2019,clean vehicle,19304,black,  1fmju2at9kea25414,167625640,illinois, usa,2 days left,94.5896
2060,17899,ford,doors,2015,clean vehicle,39159,magnetic metallic,  2fmtk4j82fbc36462,167565105,new york, usa,9 days left,70.0906941
2061,26000,ford,flex,2019,clean vehicle,18708,black,  2fmhk6dt1kba15866,167625666,illinois, usa,2 days left,48.6408
2062,14000,ford,doors,2015,clean vehicle,79430,magnetic metallic,  2fmtk4j88fbb19078,167565107,new jersey, usa,9 days left,111.202
2063,15500,ford,flex,2019,clean vehicle,12393,gray,  2fmhk6d84kba36268,167625667,illinois, usa,19 hours left,19.20915
2064,16888,ford,doors,2015,clean vehicle,56329,black,  2fmtk4j94fbc08560,167565108,new york, usa,9 days left,95.1284152
2065,28000,ford,f-150,2019,clean vehicle,12155,silver,  1ftfw1e56kfc13232,167625669,illinois, usa,2 days left,34.034
2066,8305,ford,door,2014,clean vehicle,63291,blue,  1fa6p0hd0e5355683,167744884,arkansas, usa,2 days left,52.5631755
2067,21822,ford,doors,2015,clean vehicle,36041,white platinum tri-coat metallic,  2fmtk4ap1fbc36380,167565117,new jersey, usa,9 days left,78.6486702
2068,15500,ford,mustang,2019,clean vehicle,25810,red,  1fatp8uhxk5148949,167625718,illinois, usa,19 hours left,40.0055
2069,12500,ford,door,2015,clean vehicle,130388,blue,  1ftew1cf5fkd41840,167744885,arkansas, usa,20 hours left,162.985
2070,15995,ford,doors,2015,clean vehicle,23878,blue,  2fmtk4g88fbb75562,167565141,new york, usa,9 days left,38.192861
2071,16000,ford,transit,2019,clean vehicle,15460,white,  1ftyr2zm1kkb65539,167625733,illinois, usa,19 hours left,24.736
2072,38200,ford,max,2018,clean vehicle,46710,white,  1fmjk1kt9jea41402,167745579,north carolina, usa,Listing Expired,178.4322
2073,12995,ford,doors,2015,clean vehicle,65342,black,  2fmtk4g8xfbb98373,167565142,new york, usa,9 days left,84.911929
2074,14488,ford,doors,2015,clean vehicle,64061,tuxedo black metallic,  2fmtk4j93fbb69606,167565143,massachusetts, usa,9 days left,92.8115768
2075,17500,ford,door,2016,clean vehicle,93164,white,  1fm5k7f81gga06232,167746065,florida, usa,14 hours left,163.037
2076,21995,ford,doors,2015,clean vehicle,35629,blue,  2fmtk4ap6fbc01186,167565147,massachusetts, usa,9 days left,78.3659855
2077,8500,ford,connect,2015,clean vehicle,118483,white,  nm0ls6e75f1193116,167746107,florida, usa,14 hours left,100.71055
2078,16593,ford,doors,2015,clean vehicle,71573,tuxedo black metallic,  2fmtk4k86fbb36847,167565148,massachusetts, usa,9 days left,118.7610789
2079,13000,ford,door,2017,clean vehicle,33660,black,  1fmcu0gd0hue05897,167628838,illinois, usa,2 days left,43.758
2080,14247,ford,doors,2015,clean vehicle,61168,blue,  2fmtk3j95fbc21893,167565149,pennsylvania, usa,9 days left,87.1460496
2081,23500,ford,door,2017,clean vehicle,42241,gray,  1ftfw1ef3hfc08748,167629013,illinois, usa,2 days left,99.26635
2082,16999,ford,doors,2015,clean vehicle,21004,oxford white,  2fmtk4g88fbb94547,167565174,pennsylvania, usa,9 days left,35.7046996
2083,25000,ford,door,2017,clean vehicle,45003,red,  1ftfw1ef2hfb56304,167629019,illinois, usa,2 days left,112.5075
2084,20159,ford,doors,2015,clean vehicle,45278,oxford white,  2fmtk4j98fbc15642,167565193,new jersey, usa,9 days left,91.2759202
2085,31000,ford,door,2017,clean vehicle,1,black,  1ftfw1ef0hfa02688,167629024,illinois, usa,2 days left,0.0031
2086,22500,ford,edge,2018,clean vehicle,24747,gray,  2fmpk4k82jbb61657,167567143,colorado, usa,8 days left,55.68075
2087,29500,ford,door,2017,clean vehicle,48707,black,  1ftfw1ef5hfb57303,167629025,illinois, usa,2 days left,143.68565
2088,59900,ford,max,2020,clean vehicle,2162,no_color,  1fmjk2at4lea11492,167762991,ohio, usa,21 hours left,12.95038
2089,24000,ford,f-150,2017,clean vehicle,50874,black,  1ftfw1eg9hfc63181,167629029,illinois, usa,2 days left,122.0976
2090,20500,ford,f-150,2017,clean vehicle,70727,black,  1ftfw1ef8hfa28276,167629031,illinois, usa,2 days left,144.99035
2091,27200,ford,explorer,2019,clean vehicle,29382,gray,  1fm5k8f85kgb47660,167802092,north carolina, usa,2 days left,79.91904
2092,24900,ford,f-150,2018,clean vehicle,33194,white,  1ftew1cg6jfd15757,167571218,virginia, usa,2 days left,82.65306
2093,24500,ford,door,2017,clean vehicle,52084,white,  1ftfw1ef6hfa36117,167629032,illinois, usa,2 days left,127.6058
2094,34000,ford,expedition,2018,clean vehicle,51122,black,  1fmju1kt7jea10840,167571219,virginia, usa,2 days left,173.8148
2095,28000,ford,door,2017,clean vehicle,40286,white,  1ftew1eg4hfc14661,167629033,illinois, usa,2 days left,112.8008
2096,27000,ford,f-150,2017,clean vehicle,55420,black,  1ftfw1eg4hfa61042,167629035,illinois, usa,2 days left,149.634
2097,34000,ford,wagon,2018,clean vehicle,10282,black,  1fbvu4xg0jka34387,167571324,virginia, usa,5 days left,34.9588
2098,42500,ford,door,2017,clean vehicle,85278,white,  1ft7w2bt6hed37724,167629115,illinois, usa,2 days left,362.4315
2099,33000,ford,explorer,2018,clean vehicle,7258,black,  1fm5k8gt5jga17377,167749025,pennsylvania, usa,2 days left,23.9514
2100,10200,ford,escape,2018,clean vehicle,93350,black,  1fmcu9gd2jua74282,167749030,pennsylvania, usa,2 days left,95.217
2101,25600,ford,explorer,2019,clean vehicle,37166,gray,  1fm5k7f85kgb16175,167802097,north carolina, usa,2 days left,95.14496
2102,16300,ford,f-150,2018,clean vehicle,69480,white,  1ftex1cb2jkd88410,167572896,texas, usa,1 days left,113.2524
2103,26500,ford,door,2016,clean vehicle,34679,white,  1ftfw1eg1gfa91324,167631023,illinois, usa,2 days left,91.89935
2104,36500,ford,f-150,2018,clean vehicle,24151,red,  1ftew1eg1jfb92141,167749059,pennsylvania, usa,3 days left,88.15115
2105,25900,ford,explorer,2019,clean vehicle,32796,white,  1fm5k7f8xkga63974,167802098,north carolina, usa,2 days left,84.94164
2106,22500,ford,door,2016,clean vehicle,67979,black,  1ftfw1ef7gfd42886,167631026,illinois, usa,2 days left,152.95275
2107,29000,ford,f-150,2018,clean vehicle,18690,white,  1ftfw1e53jfa49565,167749061,pennsylvania, usa,3 days left,54.201
2108,825,ford,door,2012,salvage insurance,78072,white,  1fahp3f27cl372579,167596499,pennsylvania, usa,7 days left,6.44094
2109,10500,ford,door,2016,clean vehicle,54251,red,  1fmcu9g99guc59224,167631029,illinois, usa,2 days left,56.96355
2110,32000,ford,f-150,2018,clean vehicle,32262,white,  1ftfw1eg6jfc96497,167749063,pennsylvania, usa,3 days left,103.2384
2111,27700,ford,f-650,2015,clean vehicle,92358,white,  3frnf6fb7fv723704,167802125,texas, usa,2 days left,255.83166
2112,4000,ford,door,2015,clean vehicle,90740,red,  3fa6p0hd9fr112940,167632416,illinois, usa,2 days left,36.296
2113,38800,ford,f-150,2018,clean vehicle,35225,black,  1ftfw1eg6jfa49562,167749065,pennsylvania, usa,3 days left,136.673
2114,26200,ford,f-650,2015,clean vehicle,129063,white,  3frnf6fb5fv723703,167802126,texas, usa,2 days left,338.14506
2115,19500,ford,wagon,2018,clean vehicle,49985,white,  1fbzx2zm8jka97477,167600366,wisconsin, usa,23 hours left,97.47075
2116,11700,ford,escape,2015,clean vehicle,52340,black,  1fmcu0jx4fua38177,167632432,illinois, usa,2 days left,61.2378
2117,34000,ford,f-150,2018,clean vehicle,21406,black,  1ftew1ep8jfe30258,167749066,pennsylvania, usa,3 days left,72.7804
2118,38600,ford,srw,2019,clean vehicle,16619,white,  1ft7w2bt0kee34621,167802180,florida, usa,1 days left,64.14934
2119,21500,ford,door,2015,clean vehicle,41293,black,  1ftfw1ef5ffa07480,167632433,illinois, usa,2 days left,88.77995
2120,38500,ford,f-150,2018,clean vehicle,37053,black,  1ftew1e50jfa49583,167749067,pennsylvania, usa,3 days left,142.65405
2121,38500,ford,f-150,2018,clean vehicle,34532,black,  1ftfw1eg8jfc18450,167749069,pennsylvania, usa,3 days left,132.9482
2122,12000,ford,taurus,2017,clean vehicle,13328,blue,  1fahp2e88hg132084,167636134,missouri, usa,8 days left,15.9936
2123,30500,ford,f-150,2018,clean vehicle,56836,off-white,  1ftfw1eg3jfa50880,167749076,pennsylvania, usa,3 days left,173.3498
2124,11300,ford,door,2016,clean vehicle,48080,orange,  1fmcu9gx7gub92704,167636569,missouri, usa,47 minutes,54.3304
2125,29500,ford,f-150,2018,clean vehicle,12271,gray,  1ftfw1eg4jfe78490,167749164,pennsylvania, usa,3 days left,36.19945
2126,16100,ford,expedition,2014,clean vehicle,97318,white,  1fmju2a50eef65739,167637017,missouri, usa,47 minutes,156.68198
2127,32500,ford,f-150,2018,clean vehicle,12717,red,  1ftfw1eg1jfc34506,167749167,pennsylvania, usa,3 days left,41.33025
2128,29000,ford,mustang,2019,clean vehicle,12764,black,  1fa6p8cf3k5102120,167638863,texas, usa,10 days left,37.0156
2129,30000,ford,f-150,2018,clean vehicle,19951,red,  1ftfw1eg8jfa10617,167749170,pennsylvania, usa,3 days left,59.853
2130,26000,ford,explorer,2019,clean vehicle,32458,white,  1fm5k7f83kga17399,167802226,north carolina, usa,2 days left,84.3908
2131,26000,ford,f-150,2018,clean vehicle,21616,gray,  1ftfw1e55jfa37529,167749171,pennsylvania, usa,3 days left,56.2016
2132,18500,ford,escape,2019,clean vehicle,17755,blue,  1fmcu9j9xkuc36052,167802227,north carolina, usa,6 days left,32.84675
2133,12000,ford,door,2017,clean vehicle,73846,gray,  1ftex1cp8hkd08288,167640389,texas, usa,9 days left,88.6152
2134,30000,ford,f-150,2018,clean vehicle,15771,blue,  1ftew1ep8jfd90148,167749173,pennsylvania, usa,3 days left,47.313
2135,14700,ford,escape,2019,clean vehicle,29168,silver,  1fmcu0g96kub33780,167802228,north carolina, usa,2 days left,42.87696
2136,25000,ford,door,2017,clean vehicle,159182,red,  1ft8w3dt0hef24562,167640427,texas, usa,10 days left,397.955
2137,26550,ford,f-150,2018,clean vehicle,15296,white,  1ftfw1e53jkc06275,167749175,pennsylvania, usa,5 hours left,40.61088
2138,27000,ford,explorer,2019,clean vehicle,30476,white,  1fm5k8f83kgb26838,167802229,north carolina, usa,2 days left,82.2852
2139,34000,ford,door,2016,clean vehicle,131754,white,  1ft8w3dt7gec81766,167641144,texas, usa,10 days left,447.9636
2140,27500,ford,f-150,2018,clean vehicle,26095,gray,  1ftew1ep8jfd35859,167749176,pennsylvania, usa,3 days left,71.76125
2141,25500,ford,f-150,2018,clean vehicle,22107,gray,  1ftew1ep8jfc58328,167749180,pennsylvania, usa,3 days left,56.37285
2142,13500,ford,ecosport,2019,clean vehicle,31207,brown,  maj6s3kl4kc273222,167802231,north carolina, usa,6 days left,42.12945
2143,4000,ford,door,2015,clean vehicle,112810,gray,  1fmcu0gx0fua05555,167641488,texas, usa,10 days left,45.124
2144,25700,ford,f-150,2018,clean vehicle,19058,white,  1ftfw1e51jfe26457,167749183,pennsylvania, usa,3 days left,48.97906
2145,29000,ford,door,2015,clean vehicle,109137,white,  1ft7w2btxfea09767,167641551,texas, usa,10 days left,316.4973
2146,30500,ford,f-150,2018,clean vehicle,24058,black,  1ftfw1e53jfa36542,167749184,pennsylvania, usa,3 days left,73.3769
2147,30000,ford,f-150,2018,clean vehicle,6967,black,  1ftew1ep0jfd90421,167749186,pennsylvania, usa,3 days left,20.901
2148,9000,ford,door,2014,clean vehicle,118340,gray,  1ftew1cm7efa19352,167641733,texas, usa,10 days left,106.506
2149,19000,ford,f-150,2018,clean vehicle,36145,white,  1ftex1cb4jfa24241,167749245,pennsylvania, usa,12 hours left,68.6755
2150,25800,ford,explorer,2019,clean vehicle,33942,silver,  1fm5k7f89kga64209,167802235,north carolina, usa,2 days left,87.57036
2151,26500,ford,f-150,2018,clean vehicle,38868,gray,  1ftew1ep2jkc89288,167749247,pennsylvania, usa,3 days left,103.0002
2152,29300,ford,explorer,2019,clean vehicle,36190,red,  1fm5k8gt9kgb48958,167802277,north carolina, usa,2 days left,106.0367
2153,6300,ford,fiesta,2018,clean vehicle,37177,black,  3fadp4bj5jm122531,167749248,pennsylvania, usa,2 days left,23.42151
2154,25400,ford,explorer,2019,clean vehicle,39267,white,  1fm5k7f85kga32678,167802278,north carolina, usa,2 days left,99.73818
2155,26000,ford,f-150,2018,clean vehicle,33350,gray,  1ftfw1e58jfa37766,167749256,pennsylvania, usa,3 days left,86.71
2156,7000,ford,focus,2017,clean vehicle,57889,black,  1fadp3f25hl234464,167802313,north carolina, usa,2 days left,40.5223
2157,25900,ford,f-150,2018,clean vehicle,34081,red,  1ftfw1e50jkc66708,167749258,pennsylvania, usa,36 minutes,88.26979
2158,9700,ford,fiesta,2019,clean vehicle,26821,gray,  3fadp4ej3km124114,167802331,north carolina, usa,2 days left,26.01637
2159,27000,ford,f-150,2018,clean vehicle,40577,black,  1ftew1ep9jfa21976,167749260,pennsylvania, usa,3 days left,109.5579
2160,9100,ford,fiesta,2019,clean vehicle,52355,black,  3fadp4bjxkm138371,167802332,north carolina, usa,2 days left,47.64305
2161,28000,ford,f-150,2018,clean vehicle,30620,red,  1ftfw1eg8jfb90617,167749261,pennsylvania, usa,3 days left,85.736
2162,25700,ford,flex,2019,clean vehicle,22019,black,  2fmhk6dt8kba14603,167802333,north carolina, usa,6 days left,56.58883
2163,27500,ford,f-150,2018,clean vehicle,36742,black,  1ftew1ep1jfa02757,167749262,pennsylvania, usa,3 days left,101.0405
2164,9400,ford,fiesta,2019,clean vehicle,32473,white,  3fadp4ej8km130958,167802334,north carolina, usa,2 days left,30.52462
2165,25500,ford,f-150,2018,clean vehicle,43406,blue,  1ftew1ep1jkd75109,167749263,pennsylvania, usa,3 days left,110.6853
2166,20500,ford,flex,2019,clean vehicle,34696,white,  2fmhk6c8xkba14373,167802335,north carolina, usa,6 days left,71.1268
2167,21500,ford,f-150,2018,clean vehicle,43519,gray,  1ftfw1e55jfc57253,167749265,pennsylvania, usa,3 days left,93.56585
2168,12800,ford,hybrid,2019,clean vehicle,37716,gray,  3fa6p0lu4kr188583,167802336,north carolina, usa,6 days left,48.27648
2169,23900,ford,f-150,2018,clean vehicle,41627,white,  1ftfw1e54jfa50563,167749266,pennsylvania, usa,3 days left,99.48853
2170,9400,ford,fiesta,2019,clean vehicle,29986,gray,  3fadp4ej4km131038,167802337,north carolina, usa,2 days left,28.18684
2171,26900,ford,f-150,2018,clean vehicle,41496,silver,  1ftew1egxjfa11599,167749267,pennsylvania, usa,3 days left,111.62424
2172,25500,ford,flex,2019,clean vehicle,20613,gray,  2fmhk6dt9kba22922,167802338,north carolina, usa,6 days left,52.56315
2173,27000,ford,f-150,2018,clean vehicle,33475,blue,  1ftew1ep9jfc17402,167749268,pennsylvania, usa,3 days left,90.3825
2174,9300,ford,fiesta,2019,clean vehicle,32305,silver,  3fadp4bj1km123807,167802339,north carolina, usa,2 days left,30.04365
2175,14400,ford,fusion,2018,clean vehicle,38148,black,  3fa6p0ru4jr247959,167749350,pennsylvania, usa,2 days left,54.93312
2176,19000,ford,flex,2019,clean vehicle,39976,red,  2fmgk5d8xkba08187,167802340,north carolina, usa,2 days left,75.9544
2177,14000,ford,fusion,2018,clean vehicle,50513,white,  3fa6p0d99jr206522,167749355,pennsylvania, usa,2 days left,70.7182
2178,13600,ford,fusion,2019,clean vehicle,31408,gray,  3fa6p0luxkr225023,167802366,north carolina, usa,2 days left,42.71488
2179,19200,ford,transit,2018,clean vehicle,41351,white,  1ftyr2cm0jka24226,167749390,pennsylvania, usa,2 days left,79.39392
2180,13600,ford,fusion,2019,clean vehicle,32038,red,  3fa6p0lu0kr210790,167802367,north carolina, usa,2 days left,43.57168
2181,18600,ford,transit,2018,clean vehicle,38279,white,  1ftyr2cm5jka24223,167749393,pennsylvania, usa,2 days left,71.19894
2182,13700,ford,fusion,2019,clean vehicle,30471,red,  3fa6p0lu8kr225408,167802368,north carolina, usa,2 days left,41.74527
2183,18200,ford,transit,2018,clean vehicle,41569,white,  1ftyr2cm2jka24227,167749395,pennsylvania, usa,2 days left,75.65558
2184,13800,ford,fusion,2019,clean vehicle,31142,silver,  3fa6p0lu3kr205504,167802369,north carolina, usa,2 days left,42.97596
2185,22000,ford,wagon,2018,clean vehicle,31598,black,  1fbzx2ym5jka57441,167749399,pennsylvania, usa,2 days left,69.5156
2186,13700,ford,fusion,2019,clean vehicle,31380,silver,  3fa6p0lu6kr220563,167802370,north carolina, usa,2 days left,42.9906
2187,28000,ford,wagon,2018,clean vehicle,22179,black,  1fbzx2xm1jka57423,167749406,pennsylvania, usa,2 days left,62.1012
2188,13800,ford,fusion,2019,clean vehicle,29266,white,  3fa6p0lu0kr210613,167802371,north carolina, usa,2 days left,40.38708
2189,18600,ford,transit,2018,clean vehicle,42156,white,  1ftyr2cm6jka24229,167749408,pennsylvania, usa,2 days left,78.41016
2190,13700,ford,fusion,2019,clean vehicle,30875,red,  3fa6p0lu2kr225727,167802372,north carolina, usa,2 days left,42.29875
2191,13700,ford,fusion,2019,clean vehicle,30609,silver,  3fa6p0lu5kr210591,167802373,north carolina, usa,2 days left,41.93433
2192,13800,ford,fusion,2019,clean vehicle,29508,silver,  3fa6p0lu4kr222151,167802374,north carolina, usa,2 days left,40.72104
2193,17700,ford,hybrid,2019,clean vehicle,12837,gray,  3fa6p0ru6kr257894,167802375,north carolina, usa,6 days left,22.72149
2194,13900,ford,fusion,2019,clean vehicle,29633,white,  3fa6p0lu0kr210823,167802376,north carolina, usa,2 days left,41.18987
2195,13900,ford,fusion,2019,clean vehicle,27461,no_color,  3fa6p0lu5kr226287,167802377,north carolina, usa,2 days left,38.17079
2196,50500,ford,f-650,2018,clean vehicle,74961,white,  1fdnf6dc1jdf00931,167749685,pennsylvania, usa,2 days left,378.55305
2197,13600,ford,fusion,2019,clean vehicle,32154,gray,  3fa6p0lu2kr207325,167802378,north carolina, usa,2 days left,43.72944
2198,55000,ford,srw,2018,clean vehicle,37245,black,  1ft7w2bt1jec31753,167749686,pennsylvania, usa,3 days left,204.8475
2199,13800,ford,fusion,2019,clean vehicle,29345,white,  3fa6p0lu1kr222799,167802379,north carolina, usa,2 days left,40.4961
2200,56000,ford,srw,2018,clean vehicle,25371,black,  1ft7w2bt4jec50359,167749689,pennsylvania, usa,3 days left,142.0776
2201,13800,ford,fusion,2019,clean vehicle,30054,silver,  3fa6p0lu3kr210749,167802380,north carolina, usa,2 days left,41.47452
2202,45800,ford,srw,2018,clean vehicle,11173,white,  1ft7w2bt3jeb02932,167749690,pennsylvania, usa,2 days left,51.17234
2203,13800,ford,fusion,2019,clean vehicle,30902,no_color,  3fa6p0lu8kr225585,167802381,north carolina, usa,2 days left,42.64476
2204,5500,nissan,sentra,2018,clean vehicle,31231,silver,  3n1ab7ap9jy345766,167440194,north carolina, usa,5 days left,17.17705
2205,14400,nissan,altima,2020,clean vehicle,10728,gray,  1n4bl4bv5lc127707,167455277,arizona, usa,2 days left,15.44832
2206,11450,nissan,sport,2018,clean vehicle,35374,white,  jn1bj1cpxjw108745,167456239,florida, usa,7 days left,40.50323
2207,11000,nissan,sport,2018,clean vehicle,36715,black,  jn1bj1cp5jw102514,167456240,florida, usa,7 days left,40.3865
2208,11450,nissan,sport,2018,clean vehicle,33437,red,  jn1bj1cp7jw161029,167456241,florida, usa,7 days left,38.285365
2209,11000,nissan,sport,2018,clean vehicle,36788,black,  jn1bj1cp5jw108622,167456242,florida, usa,7 days left,40.4668
2210,11200,nissan,sport,2018,clean vehicle,35491,black,  jn1bj1cp7jw102689,167456245,florida, usa,7 days left,39.74992
2211,11400,nissan,sport,2018,clean vehicle,33644,black,  jn1bj1cp5jw163832,167456251,florida, usa,7 days left,38.35416
2212,11450,nissan,sport,2018,clean vehicle,35831,gray,  jn1bj1cp5jw161563,167456254,florida, usa,7 days left,41.026495
2213,11050,nissan,sport,2018,clean vehicle,35050,gray,  jn1bj1cp3jw108442,167456255,florida, usa,7 days left,38.73025
2214,11400,nissan,sport,2018,clean vehicle,34924,gray,  jn1bj1cp1jw161494,167456258,florida, usa,7 days left,39.81336
2215,11050,nissan,sport,2018,clean vehicle,34962,silver,  jn1bj1cp7jw107732,167456261,florida, usa,7 days left,38.63301
2216,10850,nissan,sport,2018,clean vehicle,39985,gray,  jn1bj1cp8jw161668,167456317,florida, usa,7 days left,43.383725
2217,10900,nissan,sport,2018,clean vehicle,38816,red,  jn1bj1cp2jw106181,167456319,florida, usa,7 days left,42.30944
2218,10450,nissan,sport,2018,clean vehicle,41579,red,  jn1bj1cp7jw163492,167456333,florida, usa,7 days left,43.450055
2219,10800,nissan,sport,2018,clean vehicle,40455,gray,  jn1bj1cp7jw108055,167456334,florida, usa,7 days left,43.6914
2220,10850,nissan,sport,2018,clean vehicle,39996,white,  jn1bj1cp0jw108009,167456336,florida, usa,7 days left,43.39566
2221,10800,nissan,sport,2018,clean vehicle,41077,black,  jn1bj1cp1jw105037,167456337,florida, usa,7 days left,44.36316
2222,10850,nissan,sport,2018,clean vehicle,39183,gray,  jn1bj1cp2jw108545,167456338,florida, usa,7 days left,42.513555
2223,10800,nissan,sport,2018,clean vehicle,40478,black,  jn1bj1cpxjw152048,167456339,florida, usa,7 days left,43.71624
2224,10900,nissan,sport,2018,clean vehicle,38806,white,  jn1bj1cp7jw108458,167456342,florida, usa,7 days left,42.29854
2225,10400,nissan,sport,2018,clean vehicle,45331,blue,  jn1bj1cp6jw106037,167456344,florida, usa,7 days left,47.14424
2226,10500,nissan,sport,2018,clean vehicle,43531,blue,  jn1bj1cpxjw108647,167456345,florida, usa,7 days left,45.70755
2227,10800,nissan,sport,2018,clean vehicle,41033,silver,  jn1bj1cpxjw161087,167456349,florida, usa,7 days left,44.31564
